filename,Z,P,C,mcintosh_full,pred_Z,pred_P,pred_C,pred_mcintosh_full,date_iso,lat,lon,carrington_lo,extension_ll,area,mag_class,num_spots_srs,noaa,orig_w,orig_h,square_size,yolo_conf,dist_angular,z_length_deg,z_length_mode,mean_dist_angular,num_spots_det,num_bbox_spots,num_umbra,num_penumbra,area_bbox,area_umbra,area_penumbra,area_total,valid_area,bbox_fraction_valid,umbra_fraction_valid,pen_fraction_valid,fill_ratio,elongation,pen_diam_ns_deg,pen_symmetry,pen_irregularity,pred_z_tree,pred_p_tree,pred_c_tree,length_deg_attr,num_spots_bbox_attr,num_umbra_attr,pen_diam_ns_deg_attr,pen_symmetry_attr,fill_ratio_attr,mc_Z,mc_P,mc_C,outlier
hmi_20100524_0000_1072_0.png,D,s,i,Dsi,H,x,x,Hxx,2010-05-24T00:00:00,-15.0,9.0,315.0,6.0,130.0,Beta,13.0,1072,89,56,224,0.8362718820571899,19.838144302368164,1.3847804882645902,bbox_span,19.838144302368164,1,1,1,0,37,57,8,45,50176,0.0007374043367346,0.0011360012755102,0.0001594387755102,0.2884615384615384,0.9230769230769232,0.0,0.0,0.0,H,x,x,1.3847804882645902,1,1,0.0,0.0,0.2884615384615384,D,s,i,1
hmi_20100525_0000_1072_0.png,C,s,o,Cso,H,x,x,Hxx,2010-05-25T00:00:00,-15.0,22.0,315.0,6.0,90.0,Beta,7.0,1072,53,51,224,0.83583664894104,32.17171096801758,1.204428170745583,bbox_span,32.17171096801758,1,1,1,1,26,43,14,40,50176,0.0005181760204081,0.0008569834183673,0.0002790178571428,0.3418803418803419,0.6923076923076923,0.0,0.0,0.0,H,x,x,1.204428170745583,1,1,0.0,0.0,0.3418803418803419,C,s,o,1
hmi_20100526_0000_1072_0.png,C,s,o,Cso,H,x,x,Hxx,2010-05-26T00:00:00,-15.0,36.0,316.0,5.0,60.0,Beta,6.0,1072,50,52,224,0.890424370765686,45.269081115722656,1.0438650318220175,bbox_span,45.269081115722656,1,1,1,1,21,32,10,31,50052,0.0004195636538,0.0006393350915048,0.0001997922160952,0.4428571428571428,0.7,0.0,0.0,0.0,H,x,x,1.0438650318220175,1,1,0.0,0.0,0.4428571428571428,C,s,o,1
hmi_20100527_0000_1072_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-05-27T00:00:00,-23.0,52.0,319.0,2.0,50.0,Alpha,1.0,1072,46,51,224,0.8912844657897949,54.17732238769531,1.3306447815360607,bbox_span,54.17732238769531,1,1,1,1,13,22,8,21,40573,0.0003204101249599,0.0005422325191629,0.0001971754615138,0.3888888888888889,0.6666666666666666,0.0,0.0,0.0,H,x,x,1.3306447815360607,1,1,0.0,0.0,0.3888888888888889,H,s,x,1
hmi_20100528_0000_1072_0.png,H,s,x,Hsx,A,x,x,Axx,2010-05-28T00:00:00,-15.0,65.0,318.0,2.0,40.0,Alpha,1.0,1072,44,48,224,0.714771568775177,58.72750473022461,0.6405123373387807,bbox_span,58.72750473022461,1,1,1,0,11,8,0,11,29088,0.0003781628162816,0.0002750275027502,0.0,0.7333333333333333,0.6,0.0,0.0,0.0,A,x,x,0.6405123373387807,1,1,0.0,0.0,0.7333333333333333,H,s,x,1
hmi_20100602_0000_1076_0.png,B,x,o,Bxo,H,x,x,Hxx,2010-06-02T00:00:00,-20.0,6.0,193.0,5.0,20.0,Beta,4.0,1076,81,49,224,0.764484167098999,23.602602005004883,1.209193073517708,bbox_span,23.602602005004883,1,1,2,0,13,24,7,20,50176,0.000259088010204,0.0004783163265306,0.0001395089285714,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,H,x,x,1.209193073517708,1,2,0.0,0.0,0.3333333333333333,B,x,o,1
hmi_20100603_0000_1076_0.png,D,a,i,Dai,H,x,x,Hxx,2010-06-03T00:00:00,-19.0,22.0,196.0,6.0,40.0,Beta,8.0,1076,87,61,224,0.8563152551651001,32.5281867980957,3.599265198867262,bbox_span,32.5281867980957,1,1,2,1,36,70,21,57,50176,0.0007174744897959,0.0013950892857142,0.0004185267857142,0.185064935064935,2.5454545454545454,0.0,0.0,0.0,H,x,x,3.599265198867262,1,2,0.0,0.0,0.185064935064935,D,a,i,1
hmi_20100604_0000_1076_0.png,D,h,o,Dho,H,x,x,Hxx,2010-06-04T00:00:00,-27.0,28.0,189.0,8.0,190.0,Beta,7.0,1076,87,57,224,0.8850046992301941,43.75055694580078,1.444946677252716,bbox_span,43.75055694580078,1,1,1,0,29,64,4,33,50138,0.0005784036060473,0.0012764769236906,7.977980773066337e-05,0.3,0.9090909090909092,0.0,0.0,0.0,H,x,x,1.444946677252716,1,1,0.0,0.0,0.3,D,h,o,1
hmi_20100605_0000_1076_0.png,D,s,o,Dso,H,r,x,Hrx,2010-06-05T00:00:00,-19.0,49.0,197.0,8.0,70.0,Beta,8.0,1076,72,54,224,0.8392534255981445,53.0682487487793,4.710586888333781,bbox_span,53.0682487487793,0,0,1,1,0,40,27,27,43914,0.0,0.000910871248349,0.0006148380926356,0.125,2.6666666666666665,0.5637263975684049,0.4545454545454545,0.6746348863671471,H,r,x,4.710586888333781,0,1,0.5637263975684049,0.4545454545454545,0.125,D,s,o,1
hmi_20100606_0000_1076_0.png,B,x,o,Bxo,A,x,x,Axx,2010-06-06T00:00:00,-19.0,61.0,196.0,7.0,15.0,Beta,4.0,1076,47,52,224,0.725550651550293,57.21240997314453,0.5137341153806816,bbox_span,57.21240997314453,1,1,1,0,8,24,0,8,32938,0.0002428805634829,0.0007286416904487,0.0,0.6666666666666666,0.75,0.0,0.0,0.0,A,x,x,0.5137341153806816,1,1,0.0,0.0,0.6666666666666666,B,x,o,1
hmi_20100609_0000_1078_0.png,C,r,o,Cro,D,x,o,Dxo,2010-06-09T00:00:00,-22.0,45.0,140.0,7.0,80.0,Beta,2.0,1078,80,64,224,0.8541932106018066,52.685829162597656,5.892168406144653,bbox_span,52.685829162597656,1,1,3,1,10,63,14,24,44762,0.0002234037799919,0.0014074438139493,0.0003127652919887,0.0403361344537815,2.0588235294117645,0.0,0.0,0.0,D,x,o,5.892168406144653,1,3,0.0,0.0,0.0403361344537815,C,r,o,1
hmi_20100610_0000_1078_0.png,D,s,i,Dsi,C,x,o,Cxo,2010-06-10T00:00:00,-21.0,60.0,141.0,9.0,180.0,Beta-Gamma,6.0,1078,74,61,224,0.8541936874389648,57.71238708496094,6.980866603765775,bbox_span,57.71238708496094,2,2,2,1,25,42,16,41,32858,0.0007608497169639,0.0012782275244993,0.0004869438188568,0.0881720430107526,2.066666666666667,0.0,0.0,0.0,C,x,o,6.980866603765775,2,2,0.0,0.0,0.0881720430107526,D,s,i,1
hmi_20100611_0000_1080_0.png,B,x,o,Bxo,A,x,x,Axx,2010-06-11T00:00:00,-25.0,39.0,107.0,4.0,10.0,Beta,5.0,1080,69,52,224,0.7938231825828552,49.3453369140625,0.6451104873409332,bbox_span,49.3453369140625,1,1,2,0,14,19,0,14,48043,0.0002914056158025,0.0003954790500176,0.0,0.7,1.25,0.0,0.0,0.0,A,x,x,0.6451104873409332,1,2,0.0,0.0,0.7,B,x,o,1
hmi_20100612_0000_1080_0.png,D,a,i,Dai,H,x,x,Hxx,2010-06-12T00:00:00,-23.0,54.0,109.0,6.0,100.0,Beta,4.0,1080,71,55,224,0.7816233038902283,55.88297653198242,1.192543426779446,bbox_span,55.88297653198242,0,0,2,1,0,29,14,14,37378,0.0,0.0007758574562576,0.0003745518754347,0.4,1.4,0.0,0.0,0.0,H,x,x,1.192543426779446,0,2,0.0,0.0,0.4,D,a,i,1
hmi_20100612_0000_1081_1.png,B,x,o,Bxo,D,r,o,Dro,2010-06-12T00:00:00,22.0,43.0,98.0,5.0,50.0,Beta,8.0,1081,74,62,224,0.5864245295524597,51.90512466430664,5.990942502553856,bbox_span,51.90512466430664,0,0,1,2,0,10,99,99,45782,0.0,0.0002184264558123,0.002162421912542,0.1617647058823529,2.117647058823529,0.4382067972350484,0.8,0.6547974079162255,D,r,o,5.990942502553856,0,1,0.4382067972350484,0.8,0.1617647058823529,B,x,o,1
hmi_20100620_0000_1082_0.png,C,r,o,Cro,H,a,x,Hax,2010-06-20T00:00:00,29.0,-10.0,299.0,5.0,10.0,Beta,4.0,1082,61,53,224,0.557685911655426,26.59798812866211,3.580448344676559,bbox_span,26.59798812866211,1,1,1,2,8,17,189,197,50176,0.0001594387755102,0.0003388073979591,0.0037667410714285,0.2254004576659038,0.6052631578947368,0.8092191729363344,0.4736842105263157,0.8788007072414152,H,a,x,3.580448344676559,1,1,0.8092191729363344,0.4736842105263157,0.2254004576659038,C,r,o,1
hmi_20100621_0000_1082_0.png,D,s,o,Dso,A,x,x,Axx,2010-06-21T00:00:00,27.0,5.0,305.0,7.0,30.0,Beta,3.0,1082,85,59,224,0.799135684967041,29.47866439819336,0.3794829072250953,bbox_span,29.47866439819336,1,1,2,0,10,24,0,10,50176,0.0001992984693877,0.0004783163265306,0.0,0.625,1.0,0.0,0.0,0.0,A,x,x,0.3794829072250953,1,2,0.0,0.0,0.625,D,s,o,1
hmi_20100622_0000_1082_0.png,D,r,o,Dro,H,x,x,Hxx,2010-06-22T00:00:00,27.0,23.0,307.0,8.0,40.0,Beta,4.0,1082,79,51,224,0.7463604807853699,37.51517105102539,4.573708191819068,bbox_span,37.51517105102539,1,1,1,1,12,12,12,24,50176,0.0002391581632653,0.0002391581632653,0.0002391581632653,0.0685714285714285,3.5,0.0,0.0,0.0,H,x,x,4.573708191819068,1,1,0.0,0.0,0.0685714285714285,D,r,o,1
hmi_20100623_0000_1082_0.png,C,s,o,Cso,D,x,o,Dxo,2010-06-23T00:00:00,26.0,37.0,307.0,8.0,30.0,Beta,4.0,1082,85,55,224,0.5743007659912109,48.005165100097656,8.024819335003016,bbox_span,48.005165100097656,0,0,2,3,0,16,95,95,48821,0.0,0.0003277278220437,0.001945883943385,0.0799663299663299,2.4545454545454546,0.0,0.0,0.0,D,x,o,8.024819335003016,0,2,0.0,0.0,0.0799663299663299,C,s,o,1
hmi_20100628_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-06-28T00:00:00,-19.0,-59.0,145.0,2.0,90.0,Alpha,1.0,1084,48,53,224,0.8895701169967651,56.00393295288086,1.2450614825778608,bbox_span,56.00393295288086,1,1,1,1,21,34,10,31,37521,0.0005596865755177,0.0009061592175048,0.0002665174169131,0.369047619047619,0.5833333333333334,0.0,0.0,0.0,H,x,x,1.2450614825778608,1,1,0.0,0.0,0.369047619047619,H,s,x,1
hmi_20100629_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-06-29T00:00:00,-19.0,-46.0,144.0,2.0,90.0,Alpha,1.0,1084,51,54,224,0.8822429776191711,49.590919494628906,1.7844311715189665,bbox_span,49.590919494628906,1,1,1,2,26,41,20,46,48057,0.0005410242004286,0.0008531535468298,0.0004161724618681,0.3833333333333333,1.2,0.0,0.0,0.0,H,x,x,1.7844311715189665,1,1,0.0,0.0,0.3833333333333333,H,s,x,1
hmi_20100630_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-06-30T00:00:00,-19.0,-34.0,143.0,2.0,100.0,Alpha,1.0,1084,53,54,224,0.8605891466140747,39.21835708618164,1.4269066773406358,bbox_span,39.21835708618164,1,1,1,1,30,44,16,46,50176,0.0005978954081632,0.0008769132653061,0.0003188775510204,0.3801652892561983,1.0,0.0,0.0,0.0,H,x,x,1.4269066773406358,1,1,0.0,0.0,0.3801652892561983,H,s,x,1
hmi_20100701_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-01T00:00:00,-19.0,-19.0,145.0,2.0,110.0,Alpha,1.0,1084,53,51,224,0.8104169368743896,29.96703338623047,1.8641456739974125,bbox_span,29.96703338623047,1,1,1,2,32,42,38,70,50176,0.0006377551020408,0.0008370535714285,0.0007573341836734,0.3333333333333333,0.9333333333333332,0.0,0.0,0.0,H,x,x,1.8641456739974125,1,1,0.0,0.0,0.3333333333333333,H,s,x,1
hmi_20100702_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-02T00:00:00,-19.0,-7.0,144.0,2.0,110.0,Alpha,1.0,1084,53,52,224,0.8115266561508179,24.56661033630371,1.721698550510093,bbox_span,24.56661033630371,1,1,1,4,32,38,50,82,50176,0.0006377551020408,0.0007573341836734,0.0009964923469387,0.3904761904761905,1.0714285714285714,0.0,0.0,0.0,H,x,x,1.721698550510093,1,1,0.0,0.0,0.3904761904761905,H,s,x,1
hmi_20100703_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-03T00:00:00,-20.0,6.0,143.0,2.0,100.0,Alpha,1.0,1084,52,53,224,0.8105995059013367,25.81912612915039,1.8039603511358575,bbox_span,25.81912612915039,1,1,1,1,38,44,56,94,50176,0.0007573341836734,0.0008769132653061,0.0011160714285714,0.4196428571428571,0.875,0.0,0.0,0.0,H,x,x,1.8039603511358575,1,1,0.0,0.0,0.4196428571428571,H,s,x,1
hmi_20100704_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-04T00:00:00,-19.0,19.0,143.0,2.0,150.0,Alpha,1.0,1084,52,55,224,0.8603172898292542,32.68123245239258,1.4399837700856817,bbox_span,32.68123245239258,1,1,1,1,36,50,26,62,50176,0.0007174744897959,0.0009964923469387,0.0005181760204081,0.3444444444444444,0.8,0.0,0.0,0.0,H,x,x,1.4399837700856817,1,1,0.0,0.0,0.3444444444444444,H,s,x,1
hmi_20100705_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-05T00:00:00,-19.0,32.0,143.0,2.0,110.0,Alpha,1.0,1084,53,54,224,0.8579167723655701,42.76303482055664,1.969900659284179,bbox_span,42.76303482055664,1,1,1,2,30,45,23,53,50170,0.0005979669124975,0.0008969503687462,0.0004584412995814,0.2523809523809524,0.9333333333333332,0.0,0.0,0.0,H,x,x,1.969900659284179,1,1,0.0,0.0,0.2523809523809524,H,s,x,1
hmi_20100706_0000_1084_0.png,H,s,x,Hsx,A,x,x,Axx,2010-07-06T00:00:00,-19.0,46.0,143.0,2.0,100.0,Alpha,1.0,1084,51,54,224,0.8753250241279602,52.62984085083008,0.6823960148616302,bbox_span,52.62984085083008,1,1,1,0,23,34,0,23,45305,0.0005076702350733,0.0007504690431519,0.0,0.6571428571428571,0.7142857142857143,0.0,0.0,0.0,A,x,x,0.6823960148616302,1,1,0.0,0.0,0.6571428571428571,H,s,x,1
hmi_20100706_0000_1086_1.png,B,x,o,Bxo,H,x,x,Hxx,2010-07-06T00:00:00,18.0,53.0,151.0,2.0,10.0,Beta,2.0,1086,42,43,224,0.6639716625213623,53.76577377319336,0.7706613027574962,bbox_span,53.76577377319336,0,0,1,1,0,8,11,11,42186,0.0,0.0001896363722561,0.0002607500118522,0.44,1.0,0.0,0.0,0.0,H,x,x,0.7706613027574962,0,1,0.0,0.0,0.44,B,x,o,1
hmi_20100707_0000_1084_0.png,H,s,x,Hsx,H,x,x,Hxx,2010-07-07T00:00:00,-19.0,59.0,143.0,2.0,110.0,Alpha,1.0,1084,47,52,224,0.7685641050338745,57.62125396728516,1.3127685288495303,bbox_span,57.62125396728516,1,1,1,1,16,25,9,25,33131,0.0004829313935589,0.0007545803024357,0.0002716489088768,0.3571428571428571,0.7,0.0,0.0,0.0,H,x,x,1.3127685288495303,1,1,0.0,0.0,0.3571428571428571,H,s,x,1
hmi_20100711_0000_1087_0.png,D,r,o,Dro,C,x,o,Cxo,2010-07-11T00:00:00,19.0,-57.0,334.0,10.0,100.0,Beta,8.0,1087,56,66,224,0.8042455315589905,55.99083709716797,4.312260941531617,bbox_span,55.99083709716797,2,2,1,2,36,52,33,61,36746,0.0009796984705818,0.0014151200130626,0.0008980569313666,0.190625,0.8,0.0,0.0,0.0,C,x,o,4.312260941531617,2,1,0.0,0.0,0.190625,D,r,o,1
hmi_20100712_0000_1087_0.png,E,r,o,Ero,H,x,x,Hxx,2010-07-12T00:00:00,19.0,-44.0,334.0,14.0,120.0,Beta,15.0,1087,68,65,224,0.8315567374229431,49.13602828979492,1.6746890608372584,bbox_span,49.13602828979492,1,1,1,0,19,58,5,24,48468,0.0003920112239003,0.0011966658413798,0.0001031608483948,0.4363636363636363,2.2,0.0,0.0,0.0,H,x,x,1.6746890608372584,1,1,0.0,0.0,0.4363636363636363,E,r,o,1
hmi_20100713_0000_1087_0.png,D,a,o,Dao,H,r,x,Hrx,2010-07-13T00:00:00,21.0,-30.0,335.0,7.0,130.0,Beta-Delta,12.0,1087,76,66,224,0.8145383596420288,37.327911376953125,2.057155105456548,bbox_span,37.327911376953125,1,1,1,1,21,44,66,87,50176,0.0004185267857142,0.0008769132653061,0.0013153698979591,0.4142857142857143,0.9333333333333332,0.5155806882505103,0.7142857142857143,0.6966924635418392,H,r,x,2.057155105456548,1,1,0.5155806882505103,0.7142857142857143,0.4142857142857143,D,a,o,1
hmi_20100714_0000_1087_0.png,D,s,o,Dso,H,x,x,Hxx,2010-07-14T00:00:00,21.0,-20.0,332.0,5.0,70.0,Beta,7.0,1087,60,54,224,0.8029477000236511,24.94056510925293,1.241560754240658,bbox_span,24.94056510925293,1,1,1,0,19,45,6,25,50176,0.0003786670918367,0.0008968431122448,0.0001195790816326,0.3086419753086419,1.0,0.0,0.0,0.0,H,x,x,1.241560754240658,1,1,0.0,0.0,0.3086419753086419,D,s,o,1
hmi_20100715_0000_1087_0.png,D,s,o,Dso,A,x,x,Axx,2010-07-15T00:00:00,20.0,-8.0,331.0,5.0,100.0,Beta-Gamma,6.0,1087,51,50,224,0.8339605331420898,19.07508850097656,0.6101859194055269,bbox_span,19.07508850097656,1,1,1,0,17,33,0,17,50176,0.0003388073979591,0.0006576849489795,0.0,0.5666666666666667,1.2,0.0,0.0,0.0,A,x,x,0.6101859194055269,1,1,0.0,0.0,0.5666666666666667,D,s,o,1
hmi_20100716_0000_1087_0.png,C,s,o,Cso,A,x,x,Axx,2010-07-16T00:00:00,19.0,5.0,330.0,8.0,60.0,Beta-Gamma,5.0,1087,52,49,224,0.711275577545166,21.607391357421875,0.6389700618271532,bbox_span,21.607391357421875,1,1,1,0,16,37,0,16,50176,0.0003188775510204,0.0007374043367346,0.0,0.6666666666666666,1.5,0.0,0.0,0.0,A,x,x,0.6389700618271532,1,1,0.0,0.0,0.6666666666666666,C,s,o,1
hmi_20100717_0000_1087_0.png,E,s,o,Eso,H,x,x,Hxx,2010-07-17T00:00:00,20.0,19.0,331.0,12.0,50.0,Beta-Gamma,7.0,1087,48,46,224,0.8892133235931396,30.18334007263184,1.1901227923631512,bbox_span,30.18334007263184,1,1,1,1,18,19,22,40,50176,0.0003587372448979,0.0003786670918367,0.000438456632653,0.4444444444444444,1.1111111111111112,0.0,0.0,0.0,H,x,x,1.1901227923631512,1,1,0.0,0.0,0.4444444444444444,E,s,o,1
hmi_20100718_0000_1087_0.png,H,s,x,Hsx,A,x,x,Axx,2010-07-18T00:00:00,23.0,33.0,332.0,2.0,20.0,Alpha,3.0,1087,45,45,224,0.8559293746948242,41.87118911743164,0.8501599085124373,bbox_span,41.87118911743164,1,1,1,0,15,10,0,15,50176,0.0002989477040816,0.0001992984693877,0.0,0.5,1.2,0.0,0.0,0.0,A,x,x,0.8501599085124373,1,1,0.0,0.0,0.5,H,s,x,1
hmi_20100721_0000_1089_0.png,D,a,o,Dao,D,r,o,Dro,2010-07-21T00:00:00,-24.0,-58.0,201.0,10.0,150.0,Beta,9.0,1089,77,71,224,0.8612050414085388,57.49287033081055,5.138992180449033,bbox_span,57.49287033081055,2,2,3,1,24,90,33,57,33760,0.0007109004739336,0.0026658767772511,0.0009774881516587,0.0781893004115226,1.0,0.5193463719173734,0.75,0.7161972193991417,D,r,o,5.138992180449033,2,3,0.5193463719173734,0.75,0.0781893004115226,D,a,o,1
hmi_20100722_0000_1089_0.png,D,s,i,Dsi,D,r,c,Drc,2010-07-22T00:00:00,-24.0,-46.0,200.0,9.0,310.0,Beta,16.0,1089,88,79,224,0.8680957555770874,52.68672943115234,6.784776127678492,bbox_span,52.68672943115234,3,3,3,2,51,128,105,156,44650,0.0011422172452407,0.0028667413213885,0.0023516237402015,0.1189024390243902,1.28125,0.4601270038176407,0.8,0.6547974079162255,D,r,c,6.784776127678492,3,3,0.4601270038176407,0.8,0.1189024390243902,D,s,i,1
hmi_20100723_0000_1089_0.png,D,s,i,Dsi,C,x,o,Cxo,2010-07-23T00:00:00,-23.0,-33.0,200.0,9.0,240.0,Beta,29.0,1089,98,79,224,0.8575949668884277,44.68035507202149,5.628111531590219,bbox_span,44.68035507202149,2,2,2,2,31,118,56,87,49935,0.0006208070491639,0.0023630719935916,0.0011214578952638,0.0976430976430976,0.8181818181818182,0.0,0.0,0.0,C,x,o,5.628111531590219,2,2,0.0,0.0,0.0976430976430976,D,s,i,1
hmi_20100724_0000_1089_0.png,E,s,i,Esi,D,x,o,Dxo,2010-07-24T00:00:00,-24.0,-20.0,200.0,11.0,200.0,Beta,35.0,1089,85,79,224,0.856096088886261,35.23932266235352,6.3445334152474535,bbox_span,35.23932266235352,2,2,2,2,36,101,34,70,50176,0.0007174744897959,0.0020129145408163,0.0006776147959183,0.05,1.1428571428571428,0.0,0.0,0.0,D,x,o,6.3445334152474535,2,2,0.0,0.0,0.05,E,s,i,1
hmi_20100725_0000_1089_0.png,E,s,i,Esi,D,x,o,Dxo,2010-07-25T00:00:00,-23.0,-6.0,201.0,11.0,160.0,Beta,20.0,1089,93,84,224,0.8641325235366821,31.110376358032227,7.3090925625182415,bbox_span,31.110376358032227,2,2,2,2,41,94,52,93,50176,0.0008171237244897,0.0018734056122448,0.0010363520408163,0.0458579881656804,1.3333333333333333,0.0,0.0,0.0,D,x,o,7.3090925625182415,2,2,0.0,0.0,0.0458579881656804,E,s,i,1
hmi_20100726_0000_1089_0.png,D,s,i,Dsi,H,x,x,Hxx,2010-07-26T00:00:00,-24.0,8.0,202.0,9.0,140.0,Beta,16.0,1089,97,87,224,0.8614085912704468,32.496665954589844,1.0684204470576868,bbox_span,32.496665954589844,1,1,2,0,16,71,3,19,50176,0.0003188775510204,0.001415019132653,5.978954081632653e-05,0.3392857142857143,0.875,0.0,0.0,0.0,H,x,x,1.0684204470576868,1,2,0.0,0.0,0.3392857142857143,D,s,i,1
